ProdutoId;Nome Produto;Tipo Dado;Title;Content;Http-Equiv;Name;Scheme
80381;Cola de Tack Permanente AC12000 18L;meta;;Carpetes de quartos ou salas precisam de fixação. Cola de track permanente Ac 12.000 já vem pronta para uso facilitando  o “cola e descola do carpete”  fazendo com que a limpeza do local seja muito mais prático. Compre Online e hoje mesmo.;;description;
80381;Cola de Tack Permanente AC12000 18L;meta;; Cola para carpetes, carpete em madeira, carpete, de madeira, para quarto, 3d, carpete sala, velcro, velcro adesivo, autocolante, onde comprar;;keywords;
80382;Base Coat Render Pronto para Placa Cimentícia Zero Trinca 25kg;title;Base Coat Render Pronto para Placa Cimentícia Zero Trinca 25kg
80382;Base Coat Render Pronto para Placa Cimentícia Zero Trinca 25kg;meta;;Seja no sistema Steel freme, alvenaria estrutural ou fechamento use Base Coat Render para tratamento de juntas de dilatação. Ele é flexível e acompanha a movimentação das estruturas além de ser impermeabilizante impedindo a passagem de água no estado gasoso. Pronto para o uso!;;description;
80382;Base Coat Render Pronto para Placa Cimentícia Zero Trinca 25kg;meta;;Tratamento de junta, placa cimentícia , drywall, massa, drylevis, steel freme, aço galvanizado, casas, alvenaria estrutural ,vedação, wood frame,dilatação. ;;keywords;
80383;Massa Flex Reparo Fácil  para Madeira CUMARÚ - 90g;title;Massa Para Madeira Cumaru - 90g
80383;Massa Flex Reparo Fácil  para Madeira CUMARÚ - 90g;meta;;Restaure pequenas imperfeições das peças em madeira de forma rápida e prática.A Wood Wood Massa para Madeira é flexível, a base d’água, não trinca, não retrai e é muito fácil de ser aplicada e lixada. Indicado para ambientes externos e internos, além de poder ser utilizada em qualquer tipo de acabamento. ;;description;
80383;Massa Flex Reparo Fácil  para Madeira CUMARÚ - 90g;meta;;Massa para madeira, massa para madeira branca, massa para madeira preço, massa para madeira antes e depois, massa para madeira cores, massa para madeira bisnaga, massa restaurar  madeira, como fazer massa para madeira, massa para madeira wood wood, ;;keywords;
80384;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Imbuia;title;Massa Para Madeira IMBUIA-90g
80384;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Imbuia;meta;;Restaure pequenas imperfeições das peças em madeira de forma rápida e prática.A Wood Wood Massa para Madeira é flexível, a base d’água, não trinca, não retrai e é muito fácil de ser aplicada e lixada. Indicada para ambientes externos e internos, além de poder ser utilizada em qualquer tipo de acabamento. ;;description;
80384;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Imbuia;meta;;Massa para madeira, massa para madeira branca, massa para madeira preço, massa para madeira antes e depois, massa para madeira cores, massa para madeira bisnaga, massa restaurar  madeira, como fazer massa para madeira, massa para madeira wood wood, ;;keywords;
80385;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Ipê;title;Massa Para Madeira Ipê -90g
80385;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Ipê;meta;;Restaure pequenas imperfeições das peças em madeira de forma rápida e prática.A Wood Wood Massa para Madeira é flexível, a base d’água, não trinca, não retrai e é muito fácil de ser aplicada e lixada. Indicada para ambientes externos e internos, além de poder ser utilizada em qualquer tipo de acabamento. ;;description;
80385;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Ipê;meta;;Massa para madeira, massa para madeira branca, massa para madeira preço, massa para madeira antes e depois, massa para madeira cores, massa para madeira bisnaga, massa restaurar  madeira, como fazer massa para madeira, massa para madeira wood wood, ;;keywords;
80386;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Jatobá;title;Massa Para Madeira Jatobá-90g
80386;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Jatobá;meta;;Massa para madeira, massa para madeira branca, masa para madeira preço, massa para madeira antes e depois, massa para madeira cores, massa para madeira bisnaga, massa restaurar  madeira, como fazer massa para madeira, massa para madeira wood wood, ;;keywords;
80386;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Jatobá;meta;;Restaure pequenas imperfeições das peças em madeira de forma rápida e prática. A Wood Wood Massa para Madeira é flexível, a base d’água, não trinca, não retrai e é muito fácil de ser aplicada e lixada. Indicada para ambientes externos e internos, além de poder ser utilizada em qualquer tipo de acabamento. ;;description;
80387;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Mogno;title;Massa Para Madeira Mogno  -90g
80387;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Mogno;meta;;Restaure pequenas imperfeições das peças em madeira de forma rápida e prática.???????A Wood Wood Massa para Madeira é flexível, a base d’água, não trinca, não retrai e é muito fácil de ser aplicada e lixada. Indicada para ambientes externos e internos, além de poder ser utilizada em qualquer tipo de acabamento.;;description;
80387;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Mogno;meta;;Massa para madeira, massa para madeira branca, massa para madeira preço, massa para madeira antes e depois, massa para madeira cores, massa para madeira bisnaga, massa restaurar  madeira, como fazer massa para madeira, massa para madeira wood wood;;keywords;
80388;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Sucupira;title;Massa para Madeira Sucupira- 90g
80388;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Sucupira;meta;;Restaure pequenas imperfeições das peças em madeira de forma rápida e prática.A Wood Wood Massa para Madeira é flexível, a base d’água, não trinca, não retrai e é muito fácil de ser aplicada e lixada. Indicada para ambientes externos e internos, além de poder ser utilizada em qualquer tipo de acabamento. ;;description;
80388;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Sucupira;meta;;Massa para madeira, massa para madeira branca, massa para madeira preço, massa para madeira antes e depois, massa para madeira cores, massa para madeira bisnaga, massa restaurar  madeira, como fazer massa para madeira, massa para madeira wood wood, ;;keywords;
80389;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Castanho;title;Massa para Madeira Castanho - 90g
80389;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Castanho;meta;;Restaure pequenas imperfeições das peças em madeira de forma rápida e prática.A Wood Wood Massa para Madeira é flexível, a base d’água, não trinca, não retrai e é muito fácil de ser aplicada e lixada. Indicada para ambientes externos e internos, além de poder ser utilizada em qualquer tipo de acabamento. ;;description;
80389;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Castanho;meta;;Massa para madeira, massa para madeira branca, massa para madeira preço, massa para madeira antes e depois, massa para madeira cores, massa para madeira bisnaga, massa restaurar  madeira, como fazer massa para madeira, massa para madeira wood wood, ;;keywords;
80390;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Perobinha;title;Massa para Madeira Perobinha- 90g
80390;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Perobinha;meta;;Restaure pequenas imperfeições das peças em madeira de forma rápida e prática.A Wood Wood Massa para Madeira é flexível, a base d’água, não trinca, não retrai e é muito fácil de ser aplicada e lixada. Indicada para ambientes externos e internos, além de poder ser utilizada em qualquer tipo de acabamento. ;;description;
80390;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Perobinha;meta;;Massa para madeira, massa para madeira branca, massa para madeira preço, massa para madeira antes e depois, massa para madeira cores, massa para madeira bisnaga, massa restaurar  madeira, como fazer massa para madeira, massa para madeira wood wood, ;;keywords;
80391;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Marfim;title;Massa para Madeira Marfim- 90g
80391;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Marfim;meta;;Restaure pequenas imperfeições das peças em madeira de forma rápida e prática.A Wood Wood Massa para Madeira é flexível, a base d’água, não trinca, não retrai e é muito fácil de ser aplicada e lixada. Indicada para ambientes externos e internos, além de poder ser utilizada em qualquer tipo de acabamento.;;description;
80391;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Marfim;meta;;Massa para madeira, massa para madeira branca, massa para madeira preço, massa para madeira antes e depois, massa para madeira cores, massa para madeira bisnaga, massa restaurar  madeira, como fazer massa para madeira, massa para madeira wood wood;;keywords;
80392;Cimento Queimado Elastment Branco 18KG;title;Cimento Queimado Elastment  Branco 18kg
80392;Cimento Queimado Elastment Branco 18KG;meta;;cimento queimado, decoração industrial, tendências de decoração, porcelanato cimento queimado, piso sala, piso banheiro, cimento queimado sala, cimento queimado como fazer;;keywords;
80392;Cimento Queimado Elastment Branco 18KG;meta;;Sua casa vai ficar ainda mais linda e estilosa com essa argamassa para revestimentos! O Elastment Cimento Queimado - Bege é perfeito para você que quer trazer personalidade, charme e beleza para ambientes internos e externos.De fácil aplicação, o produto permite criar manchas de intensidades variadas, a depender do aplicador, para que você tenha as nuances do cimento queimado na sua casa, nas suas cores preferidas.;;description;
80394;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Cerejeira;title;Massa Para Madeira Cerejeira -90g
80394;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Cerejeira;meta;;Massa para madeira, massa para madeira branca, massa para madeira preço, massa para madeira antes e depois, massa para madeira cores, massa para madeira bisnaga, massa restaurar  madeira, como fazer massa para madeira, massa para madeira wood wood;;keywords;
80394;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Cerejeira;meta;;Restaure pequenas imperfeições das peças em madeira de forma rápida e prática.A Wood Wood Massa para Madeira é flexível, a base d’água, não trinca, não retrai e é muito fácil de ser aplicada e lixada. Indicada para ambientes externos e internos, além de poder ser utilizada em qualquer tipo de acabamento. ;;description;
80395;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Branca;title;Massa para Madeira Branca- 90g
80395;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Branca;meta;;Restaure pequenas imperfeições das peças em madeira de forma rápida e prática.A Wood Wood Massa para Madeira é flexível, a base d’água, não trinca, não retrai e é muito fácil de ser aplicada e lixada. Indicada para ambientes externos e internos, além de poder ser utilizada em qualquer tipo de acabamento.;;description;
80395;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Branca;meta;;Massa para madeira, massa para madeira branca, massa para madeira preço, massa para madeira antes e depois, massa para madeira cores, massa para madeira bisnaga, massa restaurar  madeira, como fazer massa para madeira, massa para madeira wood wood;;keywords;
80396;Cola Piso Vinílico e Emborrachado AC10000 20KG;title;Cola Piso Vinílico e Emborrachado AC10000 20KG
80396;Cola Piso Vinílico e Emborrachado AC10000 20KG;meta;;Cola Piso Vinílico e Emborrachado AC10000 20KG;;description;
80396;Cola Piso Vinílico e Emborrachado AC10000 20KG;meta;;Piso vinilico, madeira, auto adesivo, para cozinha, em régua, cozinha, branco, como colocar, preço, cola para, sobre cerâmica, piso emborrachado, pavilex piso,  pavilex piso, pavilex madeira, ambienta, decorflex, absolute,;;keywords;
80397;Cola de Tack Permanente AC12000 3,6L;title;Cola para Carpetes  AC 12000 3,6L
80397;Cola de Tack Permanente AC12000 3,6L;meta;;O sistema “cola, descola e cola novamente” de alto desempenho da Cola de Tack Permanente AC 12000 vai te surpreender. O produto vem pronto para uso e possui ótimo rendimento, ideal para quem deseja mais praticidade na hora de colar carpetes e pisos vinílicos.;;description;
80397;Cola de Tack Permanente AC12000 3,6L;meta;;Cola para carpetes, carpete em madeira, carpete, de madeira, para quarto, 3d, carpete sala, velcro, velcro adesivo, autocolante, onde comprar;;keywords;
80398;Cola Piso Vinílico e Emborrachado AC10000 4KG;title;Cola Piso Vinílico e Emborrachado Ac10000 4KG
80398;Cola Piso Vinílico e Emborrachado AC10000 4KG;meta;;Melhor cola para fixação de piso vinílico. A cola ac 10.000  já vem pronta  para uso,  é só abrir e aplicar. Ela tem alto poder fixação e indicado para diversos tipos de revestimentos como laminados e emborrachados. Compre hoje mesmo a sua.;;description;
80398;Cola Piso Vinílico e Emborrachado AC10000 4KG;meta;;Piso vinilico, madeira, auto adesivo, para cozinha, em régua, cozinha, branco, como colocar, preço, cola para, sobre cerâmica, piso emborrachado, pavilex piso,  pavilex piso, pavilex madeira, ambienta, decorflex, absolute,;;keywords;
80399;Adesivo de Contato  AC9000 3,6L;title;Adesivo de Contato AC 9.000
80399;Adesivo de Contato  AC9000 3,6L;meta;; Você merece o melhor para fixação de revestimento. Ac 9.000 indicada para colagem de revestimento em: madeira, isopor, laminados e compensados;;description;
80399;Adesivo de Contato  AC9000 3,6L;meta;;Como colar isopor, adesivo de contato, cola de contato, preço, o que é, drylevis, como colocar telha, madeira, revestimento, cozinha, banheiro, laminado;;keywords;
80404;Selante para Juntas Cimentícias DW240 Flex 400g Branco;title;Selante para Juntas Cimentícias DW240 Flex 420g Branco
80404;Selante para Juntas Cimentícias DW240 Flex 400g Branco;meta;;O melhor selante para juntas de dilatação para Stell Frame que você já conheceu!  Extremamente elástico ele acompanha o movimento das estruturas, já vem pronto para uso e adere às estruturas com mais rapidez, adquira hoje mesmo!;;description;
80404;Selante para Juntas Cimentícias DW240 Flex 400g Branco;meta;;selante para juntas cimentícias branco 420g, selante DW240 Flex branco alta aderência, selante para juntas de dilatação branco, selante para juntas de preenchimento branco, selante elástico branco para construção, selante impermeável branco para juntas, selante adesivo para juntas branco 420 gramas, selante branco Dry Levis DW240, selante fosco branco para juntas cimentícias, selante para piso e parede branco, selante resistente a água branco DW240, selante resistente a raios UV branco, selante para alvenaria branco, selante para concreto branco, selante para vidros e esquadrias branco, selante para juntas steel frame branco, selante pronto para uso branco, selante de alta elasticidade branco, selante para blocos de concreto branco, selante para porcelana e cerâmica branco, selante para mármore e granito branco, selante para fixação branco, selante vedante branco, selante para construção civil branco, selante profissional branco DW240, selante de alta performance branco para juntas;;keywords;
80408;Hidrofugante para Gesso - Sos Gesso 1litro;title;Hidrofugante para Gesso - Sos Gesso 1litro
80408;Hidrofugante para Gesso - Sos Gesso 1litro;meta;;Você não precisa mais se preocupar se o gesso irá molhar. O Sos Gesso é um hidrofugante que protege o gesso contra umidade fazendo com que aumente a durabilidade do gesso.;;description;
80408;Hidrofugante para Gesso - Sos Gesso 1litro;meta;;hidro-repelente, hidrofugante, gesso, drylevis, para, gesso 3d, no teto, na sala, parede, impermeabilizante, sos gesso;;keywords;
80409;Massa Cimentícia Branca Zero Trinca 25KG;title;Massa Cimentícia Branca Zero Trinca 25KG
80409;Massa Cimentícia Branca Zero Trinca 25KG;meta;;Precisa de tratamento para placas cimentícia? A Massa cimentícia é excelente para microfissuras e trincas, por ser elastómérica ela é resistente a umidade e acompanha os movimento das estruturas, evitando assim bolhas e descascamentos.;;description;
80409;Massa Cimentícia Branca Zero Trinca 25KG;meta;; Massa cimentícia, para placa, drylevis, como fazer, tratamento de placa junta cimentícia, massa, drylevis,  zero trinca,  elastment;;keywords;
80410;Primer Promotor de Aderência PR10 Incolor 150ML;title;Primer Promotor de Aderência  Pr10 
80410;Primer Promotor de Aderência PR10 Incolor 150ML;meta;;Se tem um excelente primer para juntas de dilatação Steel freme é o PR10. O produto auxilia na aplicação de tintas, massas corridas e outros tipos de acabamento.;;description;
80410;Primer Promotor de Aderência PR10 Incolor 150ML;meta;;Tratamento de junta, placa cimentícia , drywall, massa, drylevis, steel freme, aço galvanizado, casas, alvenaria estrutural ,vedação, wood frame,dilatação, drylevis;;keywords;
80417;Promotor de Aderência Ultragrip Smooth 900ML;title;Ultragrip Smooth
80417;Promotor de Aderência Ultragrip Smooth 900ML;meta;;Quer dar uma repaginada no seus móveis de madeira ou cerâmica? O Ultragrip Smooth é um promotor de aderência para acabamento finos. Que facilita na hora de fazer uma nova pintura ou se colocar novo revestimento.;;description;
80417;Promotor de Aderência Ultragrip Smooth 900ML;meta;;Ultragrip, primer, preço, promotor de aderencia, caseiro, para azulejo, piso, cerâmica, valor, smooth;;keywords;
80419;Massa Cimentícia Branca Zero Trinca 5 KG;title;Massa Cimentícia Branca Zero Trinca 5 KG
80419;Massa Cimentícia Branca Zero Trinca 5 KG;meta;;Precisa de tratamento para placas cimentícia? A Massa cimentícia é excelente para microfissuras e trincas, por ser elastómérica ela é resistente a umidade e acompanha os movimento das estruturas, evitando assim bolhas e descascamentos.;;description;
80419;Massa Cimentícia Branca Zero Trinca 5 KG;meta;;Massa cimentícia, para placa, drylevis, como fazer, tratamento de placa junta cimentícia, massa, drylevis,  zero trinca,  elastment;;keywords;
80423;Massa para Drywall, Drymix 15KG - Pronto para Uso, Secagem Rápida;title;Massa para Drywall Drymix 15 KG
80423;Massa para Drywall, Drymix 15KG - Pronto para Uso, Secagem Rápida;meta;;Conheça a Drymix, produto a base de emulsão acrílica com alto teor de sólidos, pronto para o uso, de fácil aplicação, secagem rápida, ótimo lixamento e rendimento, adquira hoje mesmo no nosso site!;;description;
80423;Massa para Drywall, Drymix 15KG - Pronto para Uso, Secagem Rápida;meta;;massa para drywall drymix 15kg pronta para uso, massa acrílica para drywall 15kg, massa para drywall drymix 15kg acabamento liso, massa drywall 15kg tratamento de juntas, massa drywall drymix 15kg nivelamento interno, massa drywall 15kg correção de imperfeições, massa drywall 15kg acabamento profissional, massa drywall 15kg alta aderência, massa drywall drymix 15kg preço baixo, massa drywall 15kg onde comprar, massa drywall drymix 15kg melhor rendimento, massa drywall 15kg pronta aplicação, massa drywall drymix 15kg secagem rápida, massa drywall 15kg acabamento perfeito, massa drywall drymix 15kg comprar online, massa drywall 15kg entrega rápida, massa drywall drymix 15kg loja especializada, massa drywall 15kg qualidade profissional, massa drywall drymix 15kg obra residencial, massa drywall 15kg obra comercial, massa drywall drymix 15kg construção civil, massa drywall 15kg aplicação fácil, massa drywall drymix 15kg venda online, massa para drywall drymix 15kg, drymix 15kg onde comprar;;keywords;
80424;Massa para Drywall, Drymix 5KG - Pronto para Uso, Secagem Rápida;title;Massa para Drywall Drymix 5 KG
80424;Massa para Drywall, Drymix 5KG - Pronto para Uso, Secagem Rápida;meta;;Não tem nada pior do que imperfeição em sanca e gesso. Mas não se preocupe o Drimix é uma massa para drywall de secagem rápida, perfeito para acabamento liso e resistente. Não perca tempo adquira hoje mesmo!;;description;
80424;Massa para Drywall, Drymix 5KG - Pronto para Uso, Secagem Rápida;meta;;massa para drywall drymix 5kg pronta para uso, massa acrílica para drywall 5kg, massa para drywall drymix 5kg acabamento liso, massa drywall 5kg tratamento de juntas, massa drywall drymix 5kg nivelamento interno, massa drywall 5kg correção de imperfeições, massa drywall 5kg acabamento profissional, massa drywall 5kg alta aderência, massa drywall drymix 5kg preço baixo, massa drywall 5kg onde comprar, massa drywall drymix 5kg melhor rendimento, massa drywall 5kg pronta aplicação, massa drywall drymix 5kg secagem rápida, massa drywall 5kg acabamento perfeito, massa drywall drymix 5kg comprar online, massa drywall 5kg entrega rápida, massa drywall drymix 5kg loja especializada, massa drywall 5kg qualidade profissional, massa drywall drymix 5kg obra residencial, massa drywall 5kg obra comercial, massa drywall drymix 5kg construção civil, massa drywall 5kg aplicação fácil, massa drywall drymix 5kg venda online, massa para drywall drymix 5kg, drymix 5kg, drymix 5kg onde comprar;;keywords;
80429;Saco para Gelo Bompack Descartável - 1 Caixa c/ 8 sacos de 192 cubos;title;
80438;Antiderrapante Líquido Contra Quedas Industrial 4KG Cinza;title;Contra Quedas  Industrial 4kg
80438;Antiderrapante Líquido Contra Quedas Industrial 4KG Cinza;meta;;Antiderrapante Líquido Contra Quedas  Industrial 4kg;;description;
80438;Antiderrapante Líquido Contra Quedas Industrial 4KG Cinza;meta;;Contra quedas, antiderrapante, drylevis, liquido, para, piso, externo, escada, faixa, escorregadio, cerâmica,;;keywords;
80439;Smart Resina 5em1, 250ml Semi Brilho - Impermeabilizante e Seladora, Alta Resistência à Água;title;Smart Resina 250ML | Proteção e Acabamento Duradouro
80439;Smart Resina 5em1, 250ml Semi Brilho - Impermeabilizante e Seladora, Alta Resistência à Água;meta;;smart resina 250 ml,drylevis resina,resina impermeabilizante,resina multiuso,primer para madeira,verniz para madeira,impermeabilizante para gesso,seladora para concreto,membrana de cura para concreto,resina acrílica base água,protetor para superfícies porosas,acabamento semi brilho,impermeabilizante para telhas,seladora para pedras decorativas,tratamento para concreto,pintura para drywall,resina para artesanato,vedação para laje,resina para pisos porosos,resina para parede,resina para tijolos,resina para painel wall,resina para fibrocimento,resina para placas cimentícias,primer para gesso,impermeabilizante para madeira;;keywords;
80439;Smart Resina 5em1, 250ml Semi Brilho - Impermeabilizante e Seladora, Alta Resistência à Água;meta;;Alta resistência e versatilidade! A Smart Resina 250ML sela, protege e melhora a aderência da pintura. Ideal para madeira, gesso e concreto. Adquira já!;;description;
80441;Hidrofugante Dry Full 800ML;title;Hidrofugante  Dry full 800 ml
80441;Hidrofugante Dry Full 800ML;meta;;Tijolinho sequinho? É Aqui! O Dry Full o hidrofugante para tijolo ecológico e pedras naturais. De secagem rápida ele protege da umidade garantindo que o tijolo e pedra fique com aspecto natural.;;description;
80441;Hidrofugante Dry Full 800ML;meta;;Dry full, hidrofugante, preço, impermeabilizante, para, tijolo a vista, ecológico, de barro, churrasqueira, aparente, passar no tijolo,;;keywords;
80442;Hidrofugante Dry Full 200ML;meta;;Tijolinho sequinho? É Aqui! O Dry Full o hidrofugante para tijolo ecológico e pedras naturais. De secagem rápida ele protege da umidade garantindo que o tijolo e pedra fique com aspecto natural.;;description;
80442;Hidrofugante Dry Full 200ML;meta;; Dry full, hidrofugante, preço, impermeabilizante, para, tijolo a vista, ecológico, de barro, churrasqueira, aparente, passar no tijolo,;;Keywords;
80474;Massa Acrílica em Pó Drylevis, Balde 4KG - Alta resistência a água, Fácil aplicação;title;Massa Acrílica Em Pó Drylevis 4kg
80474;Massa Acrílica em Pó Drylevis, Balde 4KG - Alta resistência a água, Fácil aplicação;meta;;Massa acrílica em pó Drylevis é ideal para você customizar do seu jeito. O produto permite que você controle a textura, podendo deixa-la mais endurecida ou mais flexível. Permitindo maior eficiência na em sua obra;;description;
80474;Massa Acrílica em Pó Drylevis, Balde 4KG - Alta resistência a água, Fácil aplicação;meta;;Massa acrílica, corrida, preço externa, interna, massa acrílica,massa acrilica preço, massa acrilica drylevis, massa acrilica 25 Kg, massa acrilica para que serve, massa acrilica drylevis ,massa acrilica drylevis preço, massa acrílica drylevis em pó;;keywords;
80475;Massa Acrílica em Pó Drylevis, Balde 18KG - Alta resistência a água, Fácil aplicação;meta;;Massa acrílica em pó Drylevis é ideal para você customizar do seu jeito. O produto permite que você controle a textura, podendo deixa-la mais endurecida ou mais flexível. Permitindo maior eficiência na em sua obra;;description;
80475;Massa Acrílica em Pó Drylevis, Balde 18KG - Alta resistência a água, Fácil aplicação;meta;;Massa acrílica- corrida- preço externa –interna, massa acrílica;;Keywords;
80476;Magic Imper Super Selante 250G;title;Magic Imper Super Selante 250G
80476;Magic Imper Super Selante 250G;meta;;Super selante Magic Imper te ajuda a não perder tempo e nem gastar muito dinheiro com pequenos reparos do dia a dia. Fácil de usar, secagem rápida e durabilidade. O produto pode ser usado em diversos tipos de superfície. Aproveite e garanta já o seu!;;description;
80476;Magic Imper Super Selante 250G;meta;;Impermeabilizante, super selante, parede, exposta, vedar, cano pvc, pequenos reparos, como, consertar cano, furado, vazamento;;keywords;
80482;Protelha Powerlastic Cristal, 18L Cinza - Impermeabilizante para Telhas;title;Protelha Powerlastic Cristal, 18L Cinza | Impermeabilizante para telhas
80482;Protelha Powerlastic Cristal, 18L Cinza - Impermeabilizante para Telhas;meta;;Protelha Powerlastic 18L é um impermeabilizante elastomérico para telhas que veda microfissuras, previne infiltrações e aumenta a durabilidade. Alta aderência e fácil aplicação.;;description;
80482;Protelha Powerlastic Cristal, 18L Cinza - Impermeabilizante para Telhas;meta;;impermeabilizante para telhas, protelha powerlastic, powerlastic 18l, impermeabilizante elastomérico, telhas fibrocimento, telhas cerâmicas, vedação de telhado, infiltração de chuva, cobertura impermeável, resina para telhas, proteção UV telhado, selador para telhas, alta aderência, base água, telhado sem goteira;;keywords;
80483;Protelha Powerlastic Cristal, 18L Cerâmica Telha - Impermeabilizante para Telhas;title;Protelha Powerlastic Cristal, 18L Cerâmica Telha | Impermeabilizante para telhas
80483;Protelha Powerlastic Cristal, 18L Cerâmica Telha - Impermeabilizante para Telhas;meta;;Protelha Powerlastic 18L é um impermeabilizante elastomérico para telhas que veda microfissuras, previne infiltrações e aumenta a durabilidade. Alta aderência e fácil aplicação.;;description;
80483;Protelha Powerlastic Cristal, 18L Cerâmica Telha - Impermeabilizante para Telhas;meta;;impermeabilizante para telhas, protelha powerlastic, powerlastic 18l, impermeabilizante elastomérico, telhas fibrocimento, telhas cerâmicas, vedação de telhado, infiltração de chuva, cobertura impermeável, resina para telhas, proteção UV telhado, selador para telhas, alta aderência, base água, telhado sem goteira;;keywords;
80484;Protelha Powerlastic Cristal, 18L Branco - Impermeabilizante para Telhas;title;Protelha Powerlastic Cristal, 18L Branco | Impermeabilizante para telhas
80484;Protelha Powerlastic Cristal, 18L Branco - Impermeabilizante para Telhas;meta;;Protelha Powerlastic 18L é um impermeabilizante elastomérico para telhas que veda microfissuras, previne infiltrações e aumenta a durabilidade. Alta aderência e fácil aplicação.;;description;
80484;Protelha Powerlastic Cristal, 18L Branco - Impermeabilizante para Telhas;meta;;impermeabilizante para telhas, protelha powerlastic, powerlastic 18l, impermeabilizante elastomérico, telhas fibrocimento, telhas cerâmicas, vedação de telhado, infiltração de chuva, cobertura impermeável, resina para telhas, proteção UV telhado, selador para telhas, alta aderência, base água, telhado sem goteira;;keywords;
80506;Drymanta G60 25M;title;""
80527;Drymanta Estruturante para Lajes G60 5M x 16 CM;title;Drymanta  G60 5M x 16 CM
80527;Drymanta Estruturante para Lajes G60 5M x 16 CM;meta;;A Dry Fit Manta G60 é um tecido de poliéster com tecnologia única para estruturar e impermeabilizar seu telhado, junto com os impermeabilizantes Drylevis.A Manta G60, além de impermeabilizar telhas, lajes e cerâmicas, também promove isolamento térmico e acústico, gerando ainda mais conforto para a sua casa.;;description;
80527;Drymanta Estruturante para Lajes G60 5M x 16 CM;meta;;impermeabilizante, isolamento térmico, isolamento acústico, telha, telhado, laje, construção, manta;;keywords;
80528;Drymanta Estruturante para Lajes, G60 25M x 16CM;title;""
80531;Drymanta Estruturante para Lajes, G60 200M;title;Drymanta G60 200M
80531;Drymanta Estruturante para Lajes, G60 200M;meta;;impermeabilizante, manta, telhado, telha, isolante acustico;;keywords;
80531;Drymanta Estruturante para Lajes, G60 200M;meta;;A Dry Fit Manta G60 é um tecido de poliéster com tecnologia única para estruturar e impermeabilizar seu telhado, junto com os impermeabilizantes Drylevis.A Manta G60, além de impermeabilizar telhas, lajes e cerâmicas, também promove isolamento térmico e acústico, gerando ainda mais conforto para a sua casa.;;description;
80533;Scudo Rejunte Limpa Fácil 1,4 KG;title;Scudo Rejunte Limpa Fácil 1,4 KG
80533;Scudo Rejunte Limpa Fácil 1,4 KG;meta;;Com o Scudo Rejunte Limpa Fácil fica muito mais fácil rejuntar. O produto possui textura fina com efeito aveludada e cores vivas que não desbotam. Rejunta e cola juntas de até 15mm, é totalmente impermeável, antifungos, resistente à produtos químico e a raios UV, possui alta durabilidade e seca rápido;;description;
80533;Scudo Rejunte Limpa Fácil 1,4 KG;meta;;rejunte, piso, pedra, porcelanato, pastilhas, pedras naturais, pedras, mármore, piscinas, pastilhas, parede;;keywords;
80534;Molde de Silicone para Vaso de Suculenta com Escada - Cor Vermelho;title;Molde de Silicone para vaso escada suculenta - Cor Vermelho
80534;Molde de Silicone para Vaso de Suculenta com Escada - Cor Vermelho;meta;;Faça você mesmo peças incríveis, com o Molde de Silicone para vaso escada suculenta. Fabricado em silicone, ele é antiaderente e fácil de limpar, além disso, os moldes de silicone são compatíveis com gesso, concreto, resina epóxi, poliéster, vela e sabonete.;;description;
80534;Molde de Silicone para Vaso de Suculenta com Escada - Cor Vermelho;meta;; gesso, concreto, resina epóxi, resina, vela, sabonete, molde, silicone, suculenta, vaso, vaso escada;;keyword;
80535;Molde de Silicone para Vaso de Suculenta com 3 recipientes - Cor Vermelho;title;Molde de Silicone para vaso com 3 recipientes - Cor Vermelho
